review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_strict,design_keywords,design_combined,llm_policy_claim,keywords,abstract,manual_is_cross_sectional,manual_unclear,manual_exclude,manual_notes
CS-051,33508,SCOPUS_ID:85012867357,10.1093/ije/dyw147,Effects of hormonal contraception on systemic metabolism: Cross-sectional and longitudinal evidence,International Journal of Epidemiology,2016,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Amino acids', 'Combined oral contraceptive pills', 'Cytokines', 'Fatty acids', 'Hormonal contraception', 'Hormones', 'Inflammation', 'Lipoproteins', 'Metabolomics', 'Progestin-only contraceptives', 'Risk factors']","Background: Hormonal contraception is commonly used worldwide, but its systemic effects across lipoprotein subclasses, fatty acids, circulating metabolites and cytokines remain poorly understood. Methods: A comprehensive molecular profile (75 metabolic measures and 37 cytokines) was measured for up to 5841 women (age range 24-49 years) from three population-based cohorts. Women using combined oral contraceptive pills (COCPs) or progestin-only contraceptives (POCs) were compared with those who did not use hormonal contraception. Metabolomics profiles were reassessed for 869 women after 6 years to uncover the metabolic effects of starting, stopping and persistently using hormonal contraception. Results: The comprehensive molecular profiling allowed multiple new findings on the metabolic associations with the use of COCPs. They were positively associated with lipoprotein subclasses, including all high-density lipoprotein (HDL) subclasses. The associations with fatty acids and amino acids were strong and variable in direction. COCP use was negatively associated with albumin and positively associated with creatinine and inflammatory markers, including glycoprotein acetyls and several growth factors and interleukins. Our findings also confirmed previous results e.g. for increased circulating triglycerides and HDL cholesterol. Starting COCPs caused similar metabolic changes to those observed cross-sectionally: the changes were maintained in consistent users and normalized in those who stopped using. In contrast, POCs were only weakly associated with metabolic and inflammatory markers. Results were consistent across all cohorts and for different COCP preparations and different types of POC delivery. Conclusions: Use of COCPs causes widespread metabolic and inflammatory effects. However, persistent use does not appear to accumulate the effects over time and the metabolic perturbations are reversed upon discontinuation. POCs have little effect on systemic metabolism and inflammation.",/,yes,no,
CS-052,42752,SCOPUS_ID:84880581337,10.1016/j.ypmed.2013.01.007,Low nocturnal ocular perfusion pressure as a risk factor for normal tension glaucoma,Preventive Medicine,2013,Cross-sectional,Other/None,Cross-sectional,FALSE,"['24-hour IOP', 'Normal tension glaucoma', 'Ocular perfusion pressure']","Objectives: In the absence of raised intraocular pressure (IOP), haemodynamic parameters have been implicated in the development of normal tension glaucoma (NTG). The purpose of this study is to compare 24-hour IOP and haemodynamic parameters in NTG patients and non-glaucoma patients. Methods: This is a cross sectional study involving 72 NTG patients from University of Malaya Medical Centre eye clinic glaucoma registry. The non-glaucoma patients were volunteers selected from eye clinic patients. All enrolled patients underwent 24-hour IOP and blood pressure monitoring via 2-hourly IOP and blood pressure (BP) measurements. All readings were taken in the sitting position during the diurnal period and in the supine position during the nocturnal period. Results: Comparison of the haemodynamic parameters, the nocturnal mean systolic BP, nocturnal mean diastolic BP and nocturnal mean arterial pressure (MAP) were significantly lower in the NTG group. The systemic ocular perfusion pressures (OPP), diastolic OPP and mean OPP taken at night were also significantly lower in the NTG group. The differences between the groups were still manifest after controlling for age and presence of hypertension. Conclusion: Our findings show that the nocturnal supine blood pressure parameters (systolic, diastolic and mean) and OPP were significantly lower in the NTG group compared to normals. This may reflect defective autoregulatory mechanisms in NTG patients. © 2013 Elsevier Inc.",yes,no,no,
CS-053,8962,SCOPUS_ID:0037238312,10.1016/S0749-3797(02)00573-1,Chlamydia trachomatis infection in asymptomatic men,American Journal of Preventive Medicine,2003,Cross-sectional,Other/None,Cross-sectional,TRUE,[],"Background: The epidemiology of Chlamydia trachomatis infection in men is not well defined, especially among those who are asymptomatic or show no signs of infection. Established C. trachomatis screening programs for women have demonstrated the benefit of routine screening in reducing prevalence over time, but the yield and benefit of screening asymptomatic men are unclear. Methods: Cross-sectional study of C. trachomatis prevalence and associated risk factors among men tested at sexually transmitted disease (STD) clinics in Alaska, Idaho, Oregon, and Washington. We analyzed data from 43,094 men universally tested from 1997 to 1999 at 103 STD clinics, and assessed age-specific prevalence of infection, controlling for signs of infection (urethritis diagnosed by clinician) and report of sexual contact to a person with an STD (defined as ""contact""). Results: Overall prevalence of C. trachomatis was 10.3%. Age-specific prevalence was highest among men aged 18 to 19 years and lowest among those aged >29 years, regardless of signs of infection upon examination or contact to a person with an STD. If these factors and age <25 years had been used to direct C. trachomatis testing at STD clinics, 59% of men would have been tested and 91% of positives would have been detected. Conclusions: Using either the presence of clinical signs or report of a sex partner with an STD in combination with selective screening of all men aged <25 years detects the majority of infections and, in our population, would have considerably reduced the number of negative tests performed. © 2003 American Journal of Preventive Medicine.",yes,no,no,
CS-054,5449,SCOPUS_ID:84866912616,10.1093/aje/kws219,A structural equation modeling approach to fatigue-related risk factors for occupational injury,American Journal of Epidemiology,2012,Cross-sectional,Other/None,Cross-sectional,FALSE,"['accidents, occupational', 'epidemiologic methods', 'occupational health', 'occupational injuries', 'sleep', 'structural equation model', 'work schedule tolerance']","Occupational injury is associated with numerous individual and work-related risk factors, including long working hours and short sleep duration; however, the complex mechanisms causing such injuries are not yet fully understood. The authors used structural equation modeling (SEM) as a novel approach to examine fatigue-related direct and indirect potential risk factors for occupational injury. The study sample contained 89,366 employed workers from the National Health Interview Survey (pooled across 6 years, 20042009), an annual survey of a representative cross-sectional sample of the US population. Direct and indirect effects of weekly hours worked and usual sleep duration on occupational injuries were modeled using SEM procedures for dichotomous outcomes and a complex sampling design. Confounding and mediating effects of gender, age, race/ethnicity, occupation, industry, type of pay, body mass index (BMI), and psychological distress were simultaneously examined. Long working hours and short sleep duration independently increased the risk of injury. Additional direct risk factors were gender, occupation, type of pay, and BMI. At the same time, sleep duration mediated the adverse relations of long working hours, high psychological distress, and high BMI with injury. These findings indicate that SEM is a useful approach with which to examine dichotomous outcomes and indirect effects in complex samples, and it offers a comprehensive new model of injury prediction. © 2012 The Author.",yes,no,no,
CS-055,36220,SCOPUS_ID:20244379255,10.1136/jech.2004.025684,Trends in smoking behaviour between 1985 and 2000 in nine European countries by education,Journal of Epidemiology and Community Health,2005,Cross-sectional,Other/None,Cross-sectional,FALSE,[],"Objective: To examine whether trends in smoking behaviour in Western Europe between 1985 and 2000 differed by education group. Design: Data of smoking behaviour and education level were obtained from national cross sectional surveys conducted between 1985 and 2000 (a period characterised by intense tobacco control policies) and analysed for countries combined and each country separately. Annual trends in smoking prevalence and the quantity of cigarettes consumed by smokers were summarised for each education level. Education inequalities in smoking were examined at four time points. Setting: Data were obtained from nine European countries: Norway, Sweden, Denmark, Finland, the United Kingdom, the Netherlands, Germany, Italy, and Spain. Participants: 451 386 non-institutionalised men and women 25-79 years old. Main outcome measures: Smoking status, daily quantity of cigarettes consumed by smokers. Results: Combined country analyses showed greater declines in smoking and tobacco consumption among tertiary educated men and women compared with their less educated counterparts. In country specific analyses, elementary educated British men and women, and elementary educated Italian men showed greater declines in smoking than their more educated counterparts. Among Swedish, Finnish, Danish, German, Italian, and Spanish women, greater declines were seen among more educated groups. Conclusions: Widening education inequalities in smoking related diseases may be seen in several European countries in the future. More insight into effective strategies specifically targeting the smoking behaviour of low educated groups may be gained from examining the tobacco control policies of the UK and Italy over this period.",yes,no,no,
CS-056,27151,SCOPUS_ID:0034952245,10.1093/eurpub/11.2.141,Body mass index and weight change attempts among adult women: The Norwegian women and cancer study,European Journal of Public Health,2001,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Body weight', 'Health behaviour', 'Population study', 'Socioeconomic status', 'Weight loss']","Background: Based on concern about the widespread increase in being overweight and obesity along with a substantial demand for leanness, we wanted to estimate body mass index (BMI) and the prevalence of weight change attempts in a population-based sample of Norwegian women. Furthermore, we wanted to examine how weight loss attempts are related to BMI and to age, socioeconomic status, reproductive factors, lifestyle and diet. Methods: A nationwide, cross-sectional study applying a mailed questionnaire was used. Out of a random sample of 20,000 women aged 45-69 years 10,249 women participated. Results: Based on self-reported data, the mean BMI was 24.6 kg m-2 and 40% of the women had a BMI of ≥25 kg m-2. More than 50% of the women were trying to lose weight and weight loss attempts were very strongly associated with BMI. Age, education, income, smoking status and perception of diet's importance to health were also significant predictors of weight loss attempts. The effect of age, education and income on weight loss attempts was modified by the level of BMI. Women trying to lose weight reported a different diet than those not trying to lose weight, irrespective of BMI. Conclusion: A large proportion of middle-aged women are trying to lose weight. BMI is predominant in explaining weight loss attempts. After adjusting for BMI, age, lifestyle and socioeconomic status also contribute to explaining weight loss attempts.",yes,no,no,
CS-057,42876,SCOPUS_ID:84894498259,10.1016/j.ypmed.2014.01.019,An emerging adolescent health risk: Caffeinated energy drink consumption patterns among high school students,Preventive Medicine,2014,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Caffeinated energy drinks', 'College students', 'Health risk', 'High school students', 'Mental health', 'Prevalence']","Objective: To examine the prevalence, patterns, and correlates of energy drink use among adolescents, and determine whether more frequent use of energy drinks is associated with poorer health and behavioral outcomes. Methods: Data were from a 2012 cross-sectional survey of 8210 students in grades 7, 9, 10 and 12 attending public schools in Atlantic Canada. Multinomial logistic regression analysis was used to examine correlates of energy drink use patterns, including substance use, sensation seeking, risk of depression, and socioeconomic status. Results: Nearly two-thirds of survey respondents (62%) reported consuming energy drinks at least once in the previous year, with about 20% reporting use once or more per month. Sensation seeking, depression, and substance use were all higher among energy drink users relative to non-users, and in higher frequency users relative to lower frequency users. Conclusions: The prevalence of energy drink consumption among high school students was high. The association of energy drinks with other potential negative health and behavioral outcomes suggests that use of these products may represent a marker for other activities that may negatively affect adolescent development, health and well-being. © 2014 Elsevier Inc.",yes,no,no,
CS-058,21240,SCOPUS_ID:0028034504,10.1097/00001648-199411000-00004,"Differences in the association between alcohol consumption and blood pressure by age, gender, and smoking",Epidemiology,1994,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Alcohol', 'Blood pressure', 'Gender', 'Interaction', 'Smoking']","The positive association between alcohol consumption and blood pressure is well known. Little is known, however, about effect modification by age, gender, and smoking on the alcohol-blood pressure association. We used data of a cross-sectional study conducted in the Netherlands to investigate the association between alcohol consumption and blood pressure. Between 1987 and 1990, we examined about 30,000 men and women age 20–59 years. After adjustment for age, body mass index, and smoking, we found that in men systolic and diastolic blood pressure increased by 0.9 and 0.6 mmHg per daily drink, respectively. In women, systolic and diastolic blood pressure were 2 and 1 mmHg higher in those who consumed 2 or more glasses per day compared with nondrinkers, respectively. We observed a stronger association between alcohol and blood pressure in older men compared with younger men and in male and female smokers compared with nonsmokers. These data show that gender, age, and smoking all are important effect modifiers of the alcohol-blood pressure relation. © 1994 Epidemiology Resources Inc.",yes,no,no,
CS-059,42508,SCOPUS_ID:84860433621,10.1016/j.ypmed.2012.02.003,"Nurse practitioner and physician assistant physical activity counseling knowledge, confidence and practices",Preventive Medicine,2012,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Counseling', 'Health promotion', 'Nurse practitioners', 'Physical activity', 'Physician assistants']","Objective: This exploratory cross-sectional study examined nurse practitioners' (NPs) and physician assistants' (PAs) perceptions about their physical activity counseling practices. Method: Participants were currently practicing NPs (n = 240) and PAs (n = 78) primarily in Arizona, USA during 2010. Participants completed a modified version of the Promotion of Physical Activity by Nurse Practitioners Questionnaire either online or in person during a practitioner specific conference. Mann-Whitney U tests and Chi-Square analyses examined differences between NPs and PAs. Results: NP respondents were older (48 vs. 40. yrs, p < 0.001) and more likely to be female (94% vs. 76%; p < 0.001) compared to PAs. The majority of respondents (NPs:75%; PAs:64%; p < 0.07) reported routinely counseling patients about physical activity. There were no differences in perceived knowledge (p = 0.10) or confidence (p = 0.75) to provide physical activity counseling between NPs and PAs. Approximately half of all respondents reported receiving training to provide physical activity counseling as part of their educational preparation to become a health practitioner (p = 0.18). Conclusion: Study results indicate that NPs and PAs are knowledgeable, confident and currently providing some level of physical activity counseling to patients. However, the majority of respondents are interested in receiving additional training to aid in providing physical activity counseling. © 2012 Elsevier Inc.",yes,no,no,
CS-060,35282,SCOPUS_ID:0029923388,10.1136/jech.50.2.190,"Cost effectiveness and equity of a community based cardiovascular disease prevention programme in Norsjö, Sweden",Journal of Epidemiology and Community Health,1996,Cross-sectional,Other/None,Cross-sectional,FALSE,[],"Study objective - To evaluate the cost effectiveness and equity of a community based cardiovascular disease prevention programme. Design - A prospective cross sectional design. Setting - A community based intervention to reduce cardiovascular disease in the district of Norsjö (n = 5500), Sweden. The intervention was aimed at both the general population and at individuals thought to be at special risk, the emphasis being on changing dietary habits and reducing cholesterol concentrations. Participants - The participants were men and women aged 30-60 years. Main results - The mean serum cholesterol concentration in the Norsjö population was reduced by nearly 20% during the first six years of intervention. It was estimated that the programme's overall total societal costs were £363 000 and estimates of the cost per year of life saved ranged from £14 900 to net savings, according to different assumptions. Taking only health care costs and savings into account, the cost per year of life saved ranged from £1100 to £4050. The results varied between different sex and age groups, but not between social classes. Even if a causal relationship exists between low cholesterol concentrations and excess mortality, the estimated side effects of lowering cholesterol values in Norsjö were negligible in comparison with the expected benefits. Conclusions - The community based intervention in Norsjö seems to be cost effective even under conservative assumptions. The approach used seems to have benefited all social classes. Cost effectiveness analyses that take consequences for equity into account are valuable tools in decision making.",/,yes,no,"it uses a ""prospective cross-sectional design,"" it is an intervention evaluation/community trial over a six-year period"
CS-061,36808,SCOPUS_ID:60149100157,10.1136/jech.2008.077305,Trends in obesity among adults in England from 1993 to 2004 by age and social class and projections of prevalence to 2012,Journal of Epidemiology and Community Health,2009,Cross-sectional,Other/None,Cross-sectional,TRUE,[],"Background: This study aims to project the prevalence of adult obesity to 2012 by age groups and social class, by extrapolating the prevalence trends from 1993 to 2004. Repeated cross-sectional surveys were carried out of representative samples of the general population living in households in England conducted annually (1993 to 2004). Methods: Participants were classified as obese if their body mass index was over 30 kg/m2. Projections of obesity prevalence by 2012 were based on three scenarios: extrapolation of linear trend in prevalence from 1993 to 2004; acceleration (or slowing down) in rate of change based on the best fitting curve (power or exponential); and extrapolation of linear trend based on the six most recent years (1999 to 2004). Results: The prevalence of obesity increased significantly from 1993 to 2004 from 13.6% to 24.0% among men and from 16.9% to 24.4% among women. If obesity prevalence continues to increase at the same rate, it is projected that the prevalence of obesity in 2012 will be 32.1% (95% CI 30.4 to 34.8) in men and 31.0% (95% CI 29.0 to 33.1) in women. The projected 2012 prevalence for adults in manual social classes is higher (43%) than for adults in non-manual social classes (35%). Conclusion: If recent trends in adult obesity continue, about a third of all adults (almost 13 million individuals) would be obese by 2012. Of these, around 43% are from manual social classes, thereby adding to the public health burden of obesity-related illnesses. This highlights the need for public health action to halt or reverse current trends and narrow social class inequalities in health.",yes,no,no,
CS-062,28581,SCOPUS_ID:84939491186,10.1093/eurpub/cku158,Information preferences of the general population when faced with life-limiting illness,European Journal of Public Health,2015,Cross-sectional,Other/None,Cross-sectional,TRUE,[],"Background: Giving the public and the patients good information enables them to make effective choices about their care. This study describes public preferences for both themselves and their relatives on receiving information on end-of-life care topics when faced with a life-limiting illness and to identify associated factors. Method: This study used data from the cross-sectional Health Interview Study (HIS) 2008 that collected data from a representative sample (N = 9651) of the Belgian population. Results: Around 82% of respondents wanted to be informed always about diagnosis, chances of cure and available treatments, 77% wanted to be informed on life expectancy, 72% on options regarding palliative care and 67% on possibilities of prolonging or shortening life. Around 55% wanted their relative to be informed always about diagnosis, chances of cure, life expectancy and different treatments available, whereas 50% wanted this in relation to the options regarding palliative care and 46% on the possibilities of prolonging or shortening life. Younger adults, people with more education and people with a regular GP were more likely to want to be informed always. Younger adults and women were less likely to want their relatives to be informed always. Conclusion: The majority of the Belgian population wants to be informed always about end-of-life care topics when faced with a life-limiting illness. Physicians should be aware of the desired level of information and tailor information to individual patient preferences. Understanding population preferences may help to tailor patient education and health promotion programmes appropriately.",yes,no,no,
CS-063,28669,SCOPUS_ID:85042870927,10.1093/eurpub/ckx109,Epidemiology of chronic respiratory diseases and associated factors in the adult Italian population,European Journal of Public Health,2017,Cross-sectional,Other/None,Cross-sectional,TRUE,[],"Background: Detailed epidemiology of Chronic Respiratory Diseases (CRDs) and of their risk and protective factors is needed to plan preventive interventions to reduce the burden of CRDs on population health. This study determines the prevalence of doctor-diagnosed CRDs and its associated factors in the adult Italian population. Methods: Data was collected from adults participating in the ongoing cross-sectional Italian Behavioural Risk Factor Surveillance System (PASSI) between 2013 and 2015. Results: Among 108 705 respondents, 7.0% reported a CRD (3.4% asthma, 2.6% COPD, 1.0% Asthma-COPD Overlap Syndrome). Current smoking was more frequent in the group with CRD compared to those without (30.8% vs. 25.2%, P < 0.001), as was physical inactivity (41.9% vs. 36.4%, P 0.009) and overweight/obesity (52.4% vs. 41.4%, P 0.009). Adults with CRDs also reported appropriate perception of insufficient physical activity and excessive body weight, adopted protective behaviours and received preventive interventions more often than those without CRDs. Conclusions: Italian adults with CRDs are more likely to be exposed to aggravating factors but are also knowledgeable of their condition and amenable to behaviour change. Since effective interventions for modifying these factors are available, there is an opportunity to reduce the significant disease burden of CRDs through specifically targeted health promotion interventions.",yes,no,no,
CS-064,11373,SCOPUS_ID:85011308889,10.1016/j.amepre.2016.11.026,Correlates of Patient Intent and Preference on Colorectal Cancer Screening,American Journal of Preventive Medicine,2017,Cross-sectional,Other/None,Cross-sectional,FALSE,[],"Introduction Information is limited on patient characteristics that influence their preference among screening options and intent to be screened for colorectal cancer (CRC). A mechanistic pathway to intent and preference was examined through a formal mediation analysis. Methods From 2012 to 2014, a total of 570 adults aged 50–75 years were recruited from 15 primary care practices in Metro Detroit for a trial on decision aids for CRC screening. Confirmatory factor, regression, and mediation analyses were performed in 2015–2016 on baseline cross-sectional data. Main outcomes were patient intent and preference. Perceived risk and self-efficacy were secondary outcomes. Covariates included demographic information, health status, previous CRC screening experience, patient attitudes, and knowledge. Results Mean age was 57.7 years, 56.1% were women, and 55.1% white and 36.6% black. Women had 32% and 41% lower odds than men of perceiving CRC to be high/moderate risk (OR=0.68, 95% CI=0.47, 0.97, p=0.03) and having high self-efficacy (OR=0.59, 95% CI=0.42, 0.85, p=0.006), respectively. Whites had 63% and 47% lower odds than blacks of having high self-efficacy (OR=0.37, 95% CI=0.25, 0.57, p<0.001) and intent to undergo CRC screening (OR=0.53, 95% CI=0.34, 0.84, p=0.007), respectively. Younger age, higher knowledge, lower level of test worries, and medium/high versus low self-efficacy increased the odds of intent of being screened. Self-efficacy, but not perceived risk, significantly mediated the association between race, attitude, and test worries and patient screening intent. Conclusions Self-efficacy mediated the association between race, attitude, and test worries and patient intent.",yes,no,no,
CS-065,27589,SCOPUS_ID:33846813664,10.1093/eurpub/ckl066,Cardiovascular risk factors in the Federation of Bosnia and Herzegovina,European Journal of Public Health,2007,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Blood pressure', 'Bosnia and Herzegovina', 'Cardiovascular risk factors', 'Obesity', 'Smoking']","Background: Federation of Bosnia and Herzegovina (FBiH) has high cardiovascular disease mortality as other countries in Eastern Europe and situation has even deteriorated in the post war period. Reliable information on risk factor levels and patterns needed in prevention planning and disease management has been lacking. Methods: A cross sectional population survey was conducted in the FBiH in autumn 2002. A random sample of population, aged 25-64 years, was taken using a three stage stratified sampling methodology. Altogether, 2750 persons participated in the survey (1121 men and 1629 women). The survey was done according to internationally established standards and protocols. Results: The mean systolic blood pressure was 132 mmHg among men and 135 mmHg among women. The mean diastolic blood pressure was 84 mmHg in both genders. Almost 40% of the participants were recognized as hypertensive (blood pressure level over 140/90 mmHg). The prevalence of hypertension among men was 36% and among women 45%. The mean Body Mass Index (BMI) was 26.5 kg/m 2 among males and 27.0 kg/m2 among females. About 75% of both men and women were overweight (BMI > 25 kg/m2) and 16% of men and 20% of women were obese (BMI > 30 kg/m2). About 50% of men and 30% of women reported to be daily smokers. Conclusions: As a whole the non-communicable disease risk factor levels in the FBiH seems to be relatively high. The data can be utilized in health promotion planning and as a baseline for future monitoring activities with possibility of international comparison of results. © The Author 2006. Published by Oxford University Press on behalf of the European Public Health Association. All rights reserved.",yes,no,no,
CS-066,31861,SCOPUS_ID:0034846162,10.1093/ije/30.4.872,"Seroepidemiological survey of hepatitis C virus among commercial sex workers and pregnant women in Kinshasa, Democratic Republic of Congo",International Journal of Epidemiology,2001,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Africa', 'Blood transfusion', 'Commercial sex workers', 'Epidemiology', 'Hepatitis C virus', 'Pregnant women', 'Sexual transmission']","Background. Studies conducted mainly in industrialized countries have shown that the transmission of hepatitis C virus (HCV) is mainly parenteral, and have emphasized the role of nosocomial transmission. In Equatorial Africa, the respective contributions of parenteral and non-parenteral routes of transmission are unknown. The potential role of sexual transmission in this area of high HCV endemicity, where sexually transmitted infections (STI) are frequent, is suggested by the fact that HCV infection is rare in infants and young adolescents, but increases thereafter with age. The present study, conducted in Democratic Republic of Congo, was designed to determine the prevalence of HCV infection and associated sexual risk factors in two female populations with different sexual behaviour. Methods. Cross-sectional studies conducted among commercial sex workers (CSW; n = 1144) and pregnant women (n = 1092) in the late 1980s in Kinshasa showed a high frequency of at-risk sexual behaviour, STI and human immunodeficiency virus (HIV) infection, particularly among CSW. We screened samples collected during these epidemiological studies for antibodies to HCV using a second-generation ELISA with confirmation by a third-generation LIA. We also assessed sociodemographic variables, medical history, STI markers and sexual behaviour, and their potential association with HCV infection. Results. The overall prevalence of anti-HCV was 6.6% (95% CI : 5.2-8.2) among CSW and 4.3% (95% CI : 3.2-5.7) among pregnant women (age-adjusted OR = 1.5, 95% CI : 1.0-2.1, P = 0.05). Multivariate analysis showed that the presence of anti-HCV among CSW was independently associated with a previous history of blood transfusion (P < 0.001), age > 30 years (P < 0.001) and the presence of at least one biological marker of STI (P < 0.03). No such links were found among pregnant women (although the history of blood transfusions was not investigated in this group). Anti-HCV was not associated with sociodemographic variables or sexual behaviour in either group, or with individual markers of STI. Despite the high-risk sexual behaviour and the higher prevalence of STI in CSW, the difference in HCV seroprevalence between CSW and pregnant women (6.6% versus 4.3%) was small, particularly when compared with the difference in the seroprevalence of HIV (34.1% versus 2.8%). Conclusion. The role of sexual transmission in the spread of HCV seems to be limited. Parenteral transmission (including blood transfusion and injections), possibly related to the treatment of STI, probably plays a major role.",yes,no,no,
CS-067,35810,SCOPUS_ID:0035099958,10.1136/jech.55.4.246,Neighbourhood level and individual level SES effects on child problem behaviour: A multilevel analysis,Journal of Epidemiology and Community Health,2001,Cross-sectional,Other/None,Cross-sectional,FALSE,[],"Objective - This study examined whether neighbourhood level socioeconomic variables have an independent effect on reported child behaviour problems over and above the effect of individual level measures of socioeconomic status. Design and setting - Multilevel analysis of cross sectional survey data relating individual level child behavioural problems and parental measures of socioeconomic status with neighbourhood level measures of socioeconomic deprivation in the city of Maastricht, the Netherlands. Participants - Children born in the years 1990-1991 attending the second grade of normal kindergarten schools in the city of Maastricht, the Netherlands. Out of 1417 eligible 5-7 year olds, the parents of 734 children (51.8%) agreed to participate. Main results - Child behaviour problems were more frequent in families of low parental occupation and education (F=14.51, df 3, 721, p<0.001; F=12.20, df 3, 721, p<0.001, respectively) and in families living in deprived neighbourhoods (F=13.26, df 2, 722, p<0.001). Multilevel random effects regression analysis showed that the effect of neighbourhood level deprivation remained after adjustment for individual level socioeconomic status (B over three levels of deprivation: 1.36; 95%CI=0.28, 2.45). Conclusions - Living in a more deprived neighbourhood is associated with higher levels of child problem behaviour, irrespective of individual level socioeconomic status. The additional effect of the neighbourhood may be attributable to contextual variables such as the level of social cohesion among residents.",yes,no,no,
CS-068,44171,SCOPUS_ID:85074172966,10.1016/j.ypmed.2019.105873,"The association of fatigue with dispositional mindfulness: relationships by levels of depressive symptoms, sleep quality, childhood adversity, and chronic medical conditions",Preventive Medicine,2019,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Adverse childhood experiences', 'Affective symptoms', 'Chronic disease', 'Fatigue', 'Mindfulness', 'Sleep', 'Women, working']","Although mindfulness-based interventions may be effective in addressing the common symptom of fatigue, no population-based studies have examined the relationship between mindfulness and fatigue. We determined whether higher levels of dispositional mindfulness were associated with lower levels of fatigue. Cross-sectional data were obtained through the Pennsylvania Head Start Staff Wellness Survey, a 2012 web-based survey in which 2199 of 3375 (65%) eligible staff participated. The analytic sample was restricted to the 2083 female respondents with complete data on dispositional mindfulness (Cognitive and Affective Mindfulness Scale-Revised) and fatigue (Fatigue Severity Scale). We determined the mean covariate-adjusted fatigue scores in each quartile of dispositional mindfulness. This relationship was examined in the overall sample and within subgroups defined by levels of four variables: depressive symptoms, poor sleep quality, childhood adversity, and chronic medical conditions. The sample was 86% non-Hispanic White, and 61% had a bachelor's or more advanced degree. The mean (SD) Fatigue Severity Scale score was 3.3 (1.3). The adjusted mean fatigue score decreased significantly and in a graded manner across higher quartiles of mindfulness, with the adjusted fatigue score 1.4 points lower (95% confidence interval: −1.5, −1.2) among those in the highest quartile of dispositional mindfulness compared to the lowest. This significant graded relationship was present within each subgroup examined, and there was not a statistically significant interaction between dispositional mindfulness and any subgroup variable. Future trials of mindfulness-based interventions should consider assessing the outcome of fatigue in both clinical and non-clinical populations.",yes,no,no,
CS-069,36126,SCOPUS_ID:1342322704,10.1136/jech.2003.014308,"Linking perceptions of neighbourhood to health in Hamilton, Canada",Journal of Epidemiology and Community Health,2004,Cross-sectional,Other/None,Cross-sectional,FALSE,[],"Study objective: To investigate the association between perceptions of neighbourhood physical and social characteristics and three health outcomes (self assessed health status, chronic conditions, and emotional distress). Design: Cross sectional survey data analysed in small neighbourhoods. Setting: Hamilton, Ontario, Canada, a medium sized industrial city, located at the western end of Lake Ontario (population at the time of the study about 380 000). Participants: Random sample of 1504 adults aged 18 years and older residing in four contrasting neighbourhoods. Main results: Significant differences across the four neighbourhoods are apparent in self assessed health status and emotional distress, but not in chronic conditions. Neighbourhoods with lower SES reported poorer health and more emotional distress. Perceptions of the physical environment dominated social concerns in all neighbourhoods. For all three health outcomes, individual risk factors followed expectations, with measures of poverty, age, and lifestyle all significantly associated with poor health outcomes. Physical environmental problems were positively and significantly associated with poor physical and emotional health. Specifically, people reporting they dislike aspects of their neighbourhood's physical environment are 1.5 times more likely to report chronic health conditions (OR 1.56, 95% CI 1.19 to 2.05), while those reporting physical likes with their neighbourhood are less likely to report fair/poor health (OR 0.50, 95% CI 0.28 to 0.90) or emotional distress (OR 0.45, 95% CI 0.26 to 0.80). Conclusions: These results demonstrate the importance of neighbourhood perceptions as a determinant of health, as well as conventional factors such as low income, lifestyle, and age. The dominance of physical environmental concerns may have arisen from the industrial nature of Hamilton, but this result merits further investigation.",yes,no,no,
