abstract_id,pattern_index,pattern,matched_text,context
SCOPUS_ID:85195621428,0,policies?\s+should,policies should,...rammes targeting men and more gender-equal salary policies should be implemented....
SCOPUS_ID:85174894327,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should address,"...ter motives, and fewer barriers. Conclusions: SFH interventions should address motives, barriers and misperceptions regarding SH..."
SCOPUS_ID:85151575464,2,government\s+(must|should),government should,"... countries, results indicate the public considers government should take primary responsibility for the assessed food..."
SCOPUS_ID:85151575193,0,policies?\s+should,policies should,...more domestic ETR. Coronavirus disease preventive policies should aim at occupational safety for essential industry...
SCOPUS_ID:85151574693,37,action\s+is\s+needed,action is needed,"...ication control in Lithuania, and that additional action is needed to increase compliance...."
SCOPUS_ID:85168604442,50,(critical|essential|imperative|necessary|important)\s+that\s+.+(policy|government|policymakers),"important that Local Government services address the increasing needs of residents as cost-effectively as possible. Alliancing, whereby services work collaboratively focusing on the 'whole-system', has gained popularity as a tool with the potential to support collaborative whole systems approaches. This synthesis aims to identify how alliancing can be successfully operationalised in the commissioning of public health, wider National Health Service (NHS) and social care-related services. Methods: A realist literature synthesis was undertaken in order to identify underlying generative mechanisms associated with alliancing, the contextual conditions surrounding the implementation and operationalisation of the alliancing approach mechanisms, and the outcomes produced as a result. An iterative approach was taken, using a recent systematic review of the effectiveness of Alliancing, online database searches, and grey literature searches. Results: Three mechanistic components were identified within the data as being core to the successful implementation of alliances in public health and social care-related services within Local Government","... austerity and post-pandemic recovery, it remains important that Local Government services address the increasing needs of residents as cost-effectively as possible. Alliancing, whereby services work collaboratively focusing on the 'whole-system', has gained popularity as a tool with the potential to support collaborative whole systems approaches. This synthesis aims to identify how alliancing can be successfully operationalised in the commissioning of public health, wider National Health Service (NHS) and social care-related services. Methods: A realist literature synthesis was undertaken in order to identify underlying generative mechanisms associated with alliancing, the contextual conditions surrounding the implementation and operationalisation of the alliancing approach mechanisms, and the outcomes produced as a result. An iterative approach was taken, using a recent systematic review of the effectiveness of Alliancing, online database searches, and grey literature searches. Results: Three mechanistic components were identified within the data as being core to the successful implementation of alliances in public health and social care-related services within Local Government: (i) Achieving a system-level approach; (ii) plac..."
SCOPUS_ID:85136908302,37,action\s+is\s+needed,action is needed,"...tions to reduce its climate impact, intersectoral action is needed to improve infrastructure for active transport an..."
SCOPUS_ID:85131268905,0,policies?\s+should,policies should,"... withdrawal. Wherever not available, new national policies should enable coverage of travel and medical fees for li..."
SCOPUS_ID:85131268905,41,(national|state|federal|local)\s+policies?\s+should,national policies should,"...manent WL withdrawal. Wherever not available, new national policies should enable coverage of travel and medical fees for li..."
SCOPUS_ID:85118314974,50,(critical|essential|imperative|necessary|important)\s+that\s+.+(policy|government|policymakers),essential that both policy,"...s with the emergence globally of new variants, it essential that both policy makers and the public are aware of the scale of t..."
SCOPUS_ID:85105764780,1,policymakers?\s+should,policymakers should,"...nd decreased serum cholesterol levels. Therefore, policymakers should strengthen the quality of healthcare at primary c..."
SCOPUS_ID:85102212863,0,policies?\s+should,policies should,...Background: Evidence-based policies should underpin successful implementation of innovations...
SCOPUS_ID:85076325137,1,policymakers?\s+should,Policymakers should,... weekend delivery was related to the risk of SMM. Policymakers should provide financial support and systematically allo...
SCOPUS_ID:85060567377,0,policies?\s+should,policies should,...sive symptoms with public health and occupational policies should be considered to reduce the burden of mental dise...
SCOPUS_ID:85045948909,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should target,...smoking when pregnant. Tailored smoking cessation interventions should target women early in their pregnancy....
SCOPUS_ID:85043593070,8,interventions?\s+should\s+(focus|target|address|prioritize),Interventions should target,"...erweight/obesity in children under 6. Conclusion: Interventions should target Roma/gypsy children, Latin American children and ..."
SCOPUS_ID:85017257177,0,policies?\s+should,policies should,...rganizationsâ€™ policies. In order to decide what policies should be pursued in order to improve SWB there is a nee...
SCOPUS_ID:85017212651,1,policymakers?\s+should,policymakers should,"...ioural factors. In addition to health behaviours, policymakers should consider upstream determinants of health inequali..."
SCOPUS_ID:84984698429,42,public\s+policy\s+(must|should|needs\s+to),Public policy should,"...or is high for heart failure patients in Germany. Public policy should, nevertheless, focus on increasing sequential con..."
SCOPUS_ID:84890503878,0,policies?\s+should,policies should,...-risk approach to prevention. National prevention policies should make judicious use of these complementary approac...
SCOPUS_ID:84928474766,0,policies?\s+should,policies should,"...ough the problem has been recognized in Bulgaria, policies should aim to eliminate the underlying structural reason..."
SCOPUS_ID:84880801138,0,policies?\s+should,policies should,...s towards anti-smoking campaigns. Tobacco control policies should include messages targeting present time-oriented ...
SCOPUS_ID:84880893169,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should focus,...h early retirement intention. Conclusions: Future interventions should focus on reducing physical strain and increase or maint...
SCOPUS_ID:84876569462,0,policies?\s+should,Policies should,...mortality trends compared to the 1980s and 1990s. Policies should target them as a high-risk group. © The Author 20...
SCOPUS_ID:84870548330,0,policies?\s+should,policies should,...encing children's CVD risk factors. Public health policies should target families with unhealthy lifestyles. © 2011...
SCOPUS_ID:84864552060,2,government\s+(must|should),government should,...aried between genders. Public health agencies and government should emphasize the impairments of obesity on physical ...
SCOPUS_ID:79952160731,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should address,...a detailed section on smoking while mental health interventions should address the needs of smokers. © 2010 The Author....
SCOPUS_ID:76249090324,37,action\s+is\s+needed,Action is needed,...nitude of environmental inequalities. Conclusion: Action is needed along the whole causal pathway of the social divi...
SCOPUS_ID:59449104350,2,government\s+(must|should),government must,"...ase smuggled cigarettes. To alter such behaviour, government must understand the motivations and opinions of this p..."
SCOPUS_ID:48149099760,0,policies?\s+should,policies should,... more integrated approach to education and health policies should be taken. © The Author 2008. Published by Oxford ...
SCOPUS_ID:25144512409,0,policies?\s+should,policies should,"...ur findings suggest that youth smoking prevention policies should address personal, familial and educational enviro..."
SCOPUS_ID:16844363724,0,policies?\s+should,policies should,...dult health as latent effects. • Health promotion policies should consider that childhood psychosocial difficulties...
SCOPUS_ID:1542772787,0,policies?\s+should,policies should,...ms of health improvement. iv) Target-based health policies should avoid: perverse incentives; distortion of data; t...
SCOPUS_ID:85064317612,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should focus,...of suicidal behaviors. Clinical and public health interventions should focus on preventing misuse of opioids....
SCOPUS_ID:85064317612,9,public\s+health\s+interventions?\s+should,public health interventions should,... reduced risk of suicidal behaviors. Clinical and public health interventions should focus on preventing misuse of opioids....
SCOPUS_ID:85055777361,20,(findings|results|study)\s+should\s+inform\s+policy,findings should inform policy,...ibitions were limited to domestic violence. These findings should inform policymakers considering laws to maximize protections ag...
SCOPUS_ID:85046709029,20,(findings|results|study)\s+should\s+inform\s+policy,findings should inform policy,...ere associated with 10% reductions in IPHs. These findings should inform policymakers considering laws to maximize protections ag...
SCOPUS_ID:85020215363,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should focus,"...ic performance may not be causal, suggesting that interventions should focus on the contextual factors generating this correla..."
SCOPUS_ID:80054745703,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should focus,... risk of death from CVD and cancer. Public health interventions should focus on preventing normal- and overweight persons from...
SCOPUS_ID:80054745703,9,public\s+health\s+interventions?\s+should,Public health interventions should,...f an increased risk of death from CVD and cancer. Public health interventions should focus on preventing normal- and overweight person...
SCOPUS_ID:13444283527,0,policies?\s+should,policies should,...n than in the abstinence situation. Public health policies should not concentrate on the promotion of abstinence....
SCOPUS_ID:85205218087,0,policies?\s+should,policies should,"...ng male nurses. During public health emergencies, policies should consider how disruptions to schooling may affect ..."
SCOPUS_ID:85195015029,0,policies?\s+should,policies should,... of the communities they serve. Community benefit policies should consider how to promote collaboration between hos...
SCOPUS_ID:85184399070,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should address,...am’s housing advocates. Health care–based housing interventions should address the needs of patients facing imminent housing cri...
SCOPUS_ID:85178593068,0,policies?\s+should,Policies should,"...ndemic could have avoided at least 96,000 deaths. Policies should focus on maintaining essential health care servic..."
SCOPUS_ID:85178558026,52,policy\s+efforts?\s+should\s+focus\s+on,policy efforts should focus on,"...nd new roles for primary care. In the short term, policy efforts should focus on recovering postponed services, including those fo..."
SCOPUS_ID:85166783640,42,public\s+policy\s+(must|should|needs\s+to),public policy must,"...retain its leading position in the life sciences, public policy must consider competition among nations as well as amo..."
SCOPUS_ID:85141402932,0,policies?\s+should,Policies should,...ential to reduce material and health disparities. Policies should be implemented to make this coverage more effecti...
SCOPUS_ID:85097481995,0,policies?\s+should,policies should,"...liminating impediments to evacuation, health care policies should promote uninterrupted and expanded access to care..."
SCOPUS_ID:85092625604,0,policies?\s+should,policies should,...FDA approval. Enforcement of pediatric drug study policies should be strengthened to reduce non-evidence-based medi...
SCOPUS_ID:85086716602,2,government\s+(must|should),government should,"...ed. In the absence of other viable solutions, the government should begin this effort in earnest, or else make prepar..."
SCOPUS_ID:85074549643,4,we\s+(call\s+for|recommend|urge)\s+policy,We urge policy,... in defining and measuring SDM are not addressed. We urge policy makers to include prespecified definitions of des...
SCOPUS_ID:85062416557,42,public\s+policy\s+(must|should|needs\s+to),Public policy should,...lity awareness also emerged over the past decade. Public policy should respond to emerging trends in information exposur...
SCOPUS_ID:85059885430,3,policy\s+(changes?|reforms?)\s+are\s+(needed|required|necessary),Policy changes are necessary,...reimbursement for telehealth limits its adoption. Policy changes are necessary to align payment incentives and promote the use o...
SCOPUS_ID:85046730624,50,(critical|essential|imperative|necessary|important)\s+that\s+.+(policy|government|policymakers),"important that methods for estimating the health and economic benefits of these programs by subpopulation be developed, to assess both equity concerns and the programs' total impact. We estimated the differential health impact (measured as the number of deaths averted) and household economic impact (measured as the number of cases of medical impoverishment averted) of ten antigens and their corresponding vaccines across income quintiles for forty-one low- and middle-income countries. Our analysis indicated that benefits across these vaccines would accrue predominantly in the lowest income quintiles. Policy","...d enhancing equity through health programs, it is important that methods for estimating the health and economic benefits of these programs by subpopulation be developed, to assess both equity concerns and the programs' total impact. We estimated the differential health impact (measured as the number of deaths averted) and household economic impact (measured as the number of cases of medical impoverishment averted) of ten antigens and their corresponding vaccines across income quintiles for forty-one low- and middle-income countries. Our analysis indicated that benefits across these vaccines would accrue predominantly in the lowest income quintiles. Policy makers should be informed about the large health ..."
SCOPUS_ID:85046797488,37,action\s+is\s+needed,action is needed,"..., the overall numbers are still low, and decisive action is needed now to implement the changes necessary for realiz..."
SCOPUS_ID:85046734707,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should focus,"...ce amounted to over 600,000 excess deaths. Policy interventions should focus on infants and on children ages 15-19, the two ag..."
SCOPUS_ID:85028849484,16,policy\s+should\s+(prioritize|focus\s+on|address),policy should address,"...n either intentionally or inadvertently. Instead, policy should address the flaws in current payment approaches that rewa..."
SCOPUS_ID:85011903649,0,policies?\s+should,Policies should,... applying collaborative care models more broadly. Policies should promote payment and delivery reforms that advance...
SCOPUS_ID:84995921661,0,policies?\s+should,Policies should,... uptake but also highlight the value of vaccines. Policies should focus on minimizing the negative externalities or...
SCOPUS_ID:84960454314,4,we\s+(call\s+for|recommend|urge)\s+policy,We recommend policy,...eficiaries who had not yet started such a program.We recommend policy changes to increase the stability of ACO benefici...
SCOPUS_ID:84901989847,50,(critical|essential|imperative|necessary|important)\s+that\s+.+(policy|government|policymakers),"critical that these markets work as well as possible. As the primary federal antitrust enforcement agencies, the Federal Trade Commission and the Department of Justice are charged with ensuring that health care markets operate well, but they are not alone. The functioning of health care markets is also profoundly affected by other parts of the federal government (notably the Centers for Medicare and Medicaid Services) and by state legislation and regulation. In this current period of such dynamic change, it is particularly important for the antitrust agencies to continue and enhance their communication and coordination with other government","...and services are delivered to consumers, so it is critical that these markets work as well as possible. As the primary federal antitrust enforcement agencies, the Federal Trade Commission and the Department of Justice are charged with ensuring that health care markets operate well, but they are not alone. The functioning of health care markets is also profoundly affected by other parts of the federal government (notably the Centers for Medicare and Medicaid Services) and by state legislation and regulation. In this current period of such dynamic change, it is particularly important for the antitrust agencies to continue and enhance their communication and coordination with other government agencies as well as to maintain vigilant antitrus..."
SCOPUS_ID:84890164004,0,policies?\s+should,policies should,"...of chronically ill and vulnerable people. Second, policies should ensure that shelters meet or exceed international..."
SCOPUS_ID:84877938509,1,policymakers?\s+should,policymakers should,"...s than for others, a situation known as skewness, policymakers should not update episode payments using uniform update ..."
SCOPUS_ID:84871914557,2,government\s+(must|should),government should,"...purring reform. We argue that as a purchaser, the government should consider the scale and maturity of private-sector..."
SCOPUS_ID:84862496235,2,government\s+(must|should),government must,"...ould become unsustainable. Therefore, the Chinese government must consider which costs to cover for people in econo..."
SCOPUS_ID:84855179498,2,government\s+(must|should),government should,...of the top five priorities the public thought the government should address. A staggering proportion of citizens in m...
SCOPUS_ID:80051489943,4,we\s+(call\s+for|recommend|urge)\s+policy,We recommend policy,...sence in people and adverse human health effects. We recommend policy changes applicable to oversight of chemicals in g...
SCOPUS_ID:79957618065,44,(require|requires|requiring|requirements)\s+(are|is|should\s+be)\s+(needed|necessary|implemented),requirements are needed,"...environmental quality. Our results show that such requirements are needed. For schools already in existence, we recommend t..."
SCOPUS_ID:79955548592,2,government\s+(must|should),government should,"...nuity and quality of care, states and the federal government should adopt strategies to reduce the frequency of cover..."
SCOPUS_ID:84855707741,0,policies?\s+should,policies should,"...riate first treatments, while prior authorization policies should focus on moving patients to appropriate second-li..."
SCOPUS_ID:59449095442,1,policymakers?\s+should,Policymakers should,"...ses, a group with sizable out-of-pocket spending. Policymakers should be aware that cost sharing at the point of care c..."
SCOPUS_ID:54349108110,1,policymakers?\s+should,Policymakers should,...lled trials are often unavailable and infeasible. Policymakers should incorporate decision analysis into comparative ef...
SCOPUS_ID:27644468400,0,policies?\s+should,Policies should,...ractices experienced substantial financial risks. Policies should be designed to provide incentives and support ser...
SCOPUS_ID:8844269543,0,policies?\s+should,Policies should,"...e care are driven more by residence than by race. Policies should focus on getting the rates right, rather than sol..."
SCOPUS_ID:3242665380,1,policymakers?\s+should,Policymakers should,...quivalent level of funding were invested in CHCs. Policymakers should consider CHC expansions as complementary to insur...
SCOPUS_ID:15544383538,0,policies?\s+should,Policies should,"...e care are driven more by residence than by race. Policies should focus on getting the rates right, rather than sol..."
SCOPUS_ID:1542539934,1,policymakers?\s+should,policymakers should,"... otherwise stable coverage. Given these dynamics, policymakers should think of ""uninsured"" as referring not to people, ..."
SCOPUS_ID:0037363545,4,we\s+(call\s+for|recommend|urge)\s+policy,we recommend policy,"...oyers, individual patients, and society. Finally, we recommend policy changes to better align financial incentives for ..."
SCOPUS_ID:0036830744,37,action\s+is\s+needed,action is needed,...cy; and setting priorities. Responsible political action is needed to develop a new mindset and lay the groundwork f...
SCOPUS_ID:0036584730,2,government\s+(must|should),government should,...results raise questions about whether the federal government should encourage plans to enter rural markets where they...
SCOPUS_ID:0036583127,16,policy\s+should\s+(prioritize|focus\s+on|address),policy should focus on,...ically eliminate these and other barriers. Public policy should focus on criteria for need for care and encourage interven...
SCOPUS_ID:0036583127,42,public\s+policy\s+(must|should|needs\s+to),Public policy should,...realistically eliminate these and other barriers. Public policy should focus on criteria for need for care and encourage...
SCOPUS_ID:0034328366,32,(laws?|regulations?|rules?)\s+should\s+be\s+(changed|revised|strengthened|enacted),law should be changed,...ral legal contexts. It then considers whether the law should be changed; the possible relationship between limited govern...
SCOPUS_ID:0037859788,1,policymakers?\s+should,policymakers should,...nge following conversion. The study suggests that policymakers should assess the risk entailed in a conversion by consi...
SCOPUS_ID:85179353096,1,policymakers?\s+should,policymakers should,"...health care delivery and quality improvement, and policymakers should consider promoting the use of narrative feedback ..."
SCOPUS_ID:85212951467,1,policymakers?\s+should,Policymakers should,"...Policy Points Policymakers should consider both material (e.g., cost) and attitudin..."
SCOPUS_ID:85159311534,1,policymakers?\s+should,Policymakers should,...Policy Points Policymakers should invest in programs to support rural health system...
SCOPUS_ID:85151964482,1,policymakers?\s+should,Policymakers should,... operative or dominant in merger decision making. Policymakers should be careful about passing legislation that encoura...
SCOPUS_ID:85150978900,1,policymakers?\s+should,Policymakers should,...high-quality home health agency use. Conclusions: Policymakers should be aware of the potential unintended consequences...
SCOPUS_ID:85150978900,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should focus,"...entially does. Targeted federal, state, and local interventions should focus on raising awareness about the five-star quality ..."
SCOPUS_ID:85150978900,8,interventions?\s+should\s+(focus|target|address|prioritize),interventions should focus,...ominantly Hispanic/Latine neighborhoods. Targeted interventions should focus on raising awareness around the five-star ratings...
SCOPUS_ID:85153687504,1,policymakers?\s+should,policymakers should,"...ecedented data modernization effort, scholars and policymakers should ensure ongoing reforms are aligned with the five ..."
SCOPUS_ID:85150653175,0,policies?\s+should,Policies should,"...ld be inadequate to reverse the obesity epidemic. Policies should also address consumption, both inside and outside..."
SCOPUS_ID:85124495023,0,policies?\s+should,policies should,...ted States. Those states with the least expansive policies should therefore consider enacting these evidence-based ...
SCOPUS_ID:85105361996,1,policymakers?\s+should,policymakers should,...ancy support waiver programs suggest that federal policymakers should consider allowing states to more directly subsidi...
SCOPUS_ID:85099534572,0,policies?\s+should,Policies should,...o maximize their potential for equitable impacts. Policies should be proposed in ways that readily lead to implemen...
SCOPUS_ID:85099189842,1,policymakers?\s+should,policymakers should,"... implications of these changes are not yet known, policymakers should consider balancing the benefits of professionaliz..."
SCOPUS_ID:85085042577,1,policymakers?\s+should,Policymakers should,...of different orders and do not necessarily align. Policymakers should critically evaluate integrated care programs to i...
SCOPUS_ID:85085039908,1,policymakers?\s+should,Policymakers should,...how how this case provides generalizable lessons. Policymakers should be wary of using clinical practice guidelines as ...
SCOPUS_ID:85074400757,1,policymakers?\s+should,policymakers should,...ross all health centers over the long term. State policymakers should understand the likely impacts of proposed Medicai...
SCOPUS_ID:85058224965,0,policies?\s+should,policies should,"...ng-term, low-dose radiation exposure. Health care policies should provide effective screening and prevention strate..."
SCOPUS_ID:85058224965,1,policymakers?\s+should,Policymakers should,...Policy Points Policymakers should invest more on researching the long-term health e...
SCOPUS_ID:85037985528,1,policymakers?\s+should,Policymakers should,...nd will continue to face) strong public backlash. Policymakers should be aware that although renaming programs within M...
SCOPUS_ID:85029374869,1,policymakers?\s+should,policymakers should,"...ed according to evidence-informed principles, but policymakers should move forward with caution when investing in such ..."
SCOPUS_ID:84962091420,2,government\s+(must|should),government should,"...d States, Canada, and Australia agreed that their government should have specific laws in place to prohibit weight di..."
SCOPUS_ID:84901926026,1,policymakers?\s+should,policymakers should,"...nies seeking to maximize market size and profits, policymakers should learn from their successes and failures in regula..."
SCOPUS_ID:79953056077,1,policymakers?\s+should,Policymakers should,...res and changes in underlying costs. Conclusions: Policymakers should view with a degree of skepticism most hospital an...
SCOPUS_ID:61849136776,24,stronger\s+policies\s+are\s+needed,Stronger policies are needed,...y environments but that much more work is needed. Stronger policies are needed to provide healthier meals to students at schools...
SCOPUS_ID:40049093754,1,policymakers?\s+should,Policymakers should,"...l pressure and the changing practice environment. Policymakers should be concerned about these trends, since private ph..."
SCOPUS_ID:40049093754,1,policymakers?\s+should,policymakers should,"...milar types of patients. To reverse these trends, policymakers should consider raising Medicaid reimbursement rates and..."
SCOPUS_ID:33744956247,0,policies?\s+should,policies should,".... Therefore, home care agency practice and public policies should provide better education, support, and services f..."
SCOPUS_ID:85212150295,37,action\s+is\s+needed,action is needed,...very services utilization in rural Africa. Urgent action is needed to ensure safer childbirth experiences and better...
SCOPUS_ID:85140638333,0,policies?\s+should,policies should,...icies. Policymakers contemplating paid sick leave policies should consider these design choices in their goals to i...
SCOPUS_ID:85122545219,1,policymakers?\s+should,Policymakers should,...diabetes and skin diseases being the most common. Policymakers should seek strategies to increase early detection and p...
SCOPUS_ID:85118443627,1,policymakers?\s+should,Policymakers should,"...f pregnancy problems, and the number of children. Policymakers should improve healthcare facilities’ availability, expa..."
SCOPUS_ID:85106244105,37,action\s+is\s+needed,Action is needed,"...nd 6 months, and many and contained added sugars. Action is needed to improve the nutrient composition, marketing an..."
SCOPUS_ID:85097511602,0,policies?\s+should,policies should,... HCWs was the Ministry of Health (MoH). The MoH’s policies should prioritize HCWs to improve VCRs....
SCOPUS_ID:85091480924,1,policymakers?\s+should,policymakers should,...id packages should not be evaluated in isolation; policymakers should consider their implications for public health whi...
SCOPUS_ID:85086584575,50,(critical|essential|imperative|necessary|important)\s+that\s+.+(policy|government|policymakers),essential that the public health community uses its moment in the spotlight to promote the agenda of science-based policy,"...The consequences have been devastating, but it is essential that the public health community uses its moment in the spotlight to promote the agenda of science-based policy, honesty and transparency in communication, and i..."
SCOPUS_ID:85085530497,0,policies?\s+should,policies should,"... with the highest tobacco use prevalence and that policies should be ‘clean’, avoiding exemptions. Participants wer..."
SCOPUS_ID:85085530497,1,policymakers?\s+should,policymakers should,"...California. There was an agreement, however, that policymakers should promote policies that would impact communities wi..."
SCOPUS_ID:85081717794,2,government\s+(must|should),government should,"...such as across-the-board cash food subsidies, the government should take a differential spatially targeted approach t..."
SCOPUS_ID:85079006660,1,policymakers?\s+should,policymakers should,"...le in different geographical scales, suggest that policymakers should focus on these interventions, as they are both co..."
SCOPUS_ID:85013794521,0,policies?\s+should,policies should,...and reproductive health. The country's population policies should focus on encouraging people to have higher fertil...
SCOPUS_ID:84892586600,16,policy\s+should\s+(prioritize|focus\s+on|address),policy should address,"...d sexual risk exposure. Informants suggested that policy should address informal alcohol's content, selling times, and ea..."
SCOPUS_ID:84880982488,1,policymakers?\s+should,policymakers should,"...fast food retailers with adverse health outcomes, policymakers should be encouraged to adopt policies that incentivize ..."
SCOPUS_ID:84860761222,2,government\s+(must|should),government should,...control the practice. The national and provincial government should recognise and support capacity building to enable...
SCOPUS_ID:84856428200,16,policy\s+should\s+(prioritize|focus\s+on|address),policy should address,"...tudy is premised on the notion that public health policy should address not only health itself, but also primary determin..."
SCOPUS_ID:84856428200,25,public\s+health\s+policy\s+should\s+address,public health policy should address,"...This study is premised on the notion that public health policy should address not only health itself, but also primary determin..."
SCOPUS_ID:84856423982,1,policymakers?\s+should,Policymakers should,...ates and boaters on boats most likely to capsize. Policymakers should give serious consideration to regulations requiri...
SCOPUS_ID:79961082214,0,policies?\s+should,policies should,"... per cent, respectively). Future military tobacco policies should address important omissions of critical informati..."
SCOPUS_ID:79960130287,2,government\s+(must|should),Government should,...perceived divisiveness and staff dissatisfaction. Government should take more account of contextual and process facto...
SCOPUS_ID:79551530757,1,policymakers?\s+should,Policymakers should,... or report that it irritates their eyes (OR 1.8). Policymakers should evaluate how non-smokers could actively support s...
SCOPUS_ID:78649893501,1,policymakers?\s+should,policymakers should,"...o facilitate interactions between researchers and policymakers should pay attention to the role of knowledge brokers, e..."
SCOPUS_ID:0031860732,0,policies?\s+should,policies should,"...h public was (and still is) extraordinarily high, policies should support more aggressive interventions. Of necessi..."
SCOPUS_ID:0031860732,0,policies?\s+should,policies should,...s there is presently no available treatment. Such policies should be modified as necessary as the developing scient...
SCOPUS_ID:0030978027,0,policies?\s+should,policies should,... health goals. It suggests that proposed national policies should be supported or resisted on the basis of their pr...
SCOPUS_ID:0030978027,41,(national|state|federal|local)\s+policies?\s+should,national policies should,...reed-upon health goals. It suggests that proposed national policies should be supported or resisted on the basis of their pr...
SCOPUS_ID:0028818985,2,government\s+(must|should),government should,"...s is cited in support of the proposition that the government should be held accountable for filling this job gap, not..."
SCOPUS_ID:85206193214,1,policymakers?\s+should,policymakers should,...decline in attendances. Our findings suggest that policymakers should recognise the potential harmful effects of lockdo...
SCOPUS_ID:85205442466,1,policymakers?\s+should,Policymakers should,...e to ensuring patients’ legal and ethical rights. Policymakers should consider introducing and implementing the dimensi...
SCOPUS_ID:85149217962,2,government\s+(must|should),government should,... the majority of the respondents believe that the government should allocate more funds for digital support services ...
SCOPUS_ID:85138812058,1,policymakers?\s+should,policymakers should,...te a return to normality. Health institutions and policymakers should develop strategies to improve the safety of the w...
SCOPUS_ID:85135510528,1,policymakers?\s+should,Policymakers should,...h financial disincentives on empty dialysis beds. Policymakers should address this by reducing dialysis capacity and in...
SCOPUS_ID:85117955833,1,policymakers?\s+should,policymakers should,...lated financial risk. In view of future pandemics policymakers should work to increase resilience of payment systems by...
SCOPUS_ID:85123638517,2,government\s+(must|should),Government should,"...nt asthma over the short-, medium- and long-term. Government should develop implementation strategies aimed at protec..."
SCOPUS_ID:85086916440,0,policies?\s+should,policies should,"...ction in bed-days. In conclusion, integrated care policies should not be relied upon to make large reductions in ho..."
SCOPUS_ID:85085756639,0,policies?\s+should,policies should,...ith increased risk of readmissions. Future health policies should incorporate these findings in order to incentiviz...
SCOPUS_ID:85085639270,2,government\s+(must|should),government must,"... conditions and unmet medical needs, the Japanese government must prioritize both R&D incentives and drug prices/ex..."
SCOPUS_ID:85074107012,50,(critical|essential|imperative|necessary|important)\s+that\s+.+(policy|government|policymakers),"critical that refugee children's rights are upheld in all national policies covering vulnerable children. This article examines how health policies in the Nordic region recognize the health needs of newly arrived refugee children, and whether these policies respect their individual rights. The article maps out, compares and contrasts health reception policies in Denmark, Finland, Norway and Sweden, paying particular attention to how each addresses the rights and needs of refugee children. The policy","...tions Committee on the Rights of the Child, it is critical that refugee children's rights are upheld in all national policies covering vulnerable children. This article examines how health policies in the Nordic region recognize the health needs of newly arrived refugee children, and whether these policies respect their individual rights. The article maps out, compares and contrasts health reception policies in Denmark, Finland, Norway and Sweden, paying particular attention to how each addresses the rights and needs of refugee children. The policy documents were obtained through desk-research con..."
SCOPUS_ID:85071869424,2,government\s+(must|should),government should,...nterpreted Mooncare. The results suggest that the government should assume a more active role in the meaning making o...
SCOPUS_ID:85070812112,1,policymakers?\s+should,policymakers should,"...entation process. Consequently, we recommend that policymakers should prioritize social features over organizational fe..."
SCOPUS_ID:85067179024,1,policymakers?\s+should,policymakers should,"...oking to reform their health system. For example, policymakers should recognize that reforms require extensive preparat..."
SCOPUS_ID:85054802770,1,policymakers?\s+should,Policymakers should,...cularly among those who grew up in the periphery. Policymakers should consider combining targeted incentives with measu...
SCOPUS_ID:85042557941,0,policies?\s+should,policies should,...ymakers considering adopting strategic purchasing policies should be aware of this systemic implementation problem....
SCOPUS_ID:85042460987,0,policies?\s+should,policies should,"...vision of health care services. As a consequence, policies should also consider socio-economic conditions to improv..."
SCOPUS_ID:85031827583,0,policies?\s+should,policies should,...ontroversial quality measure. Future research and policies should focus on the underlying mechanism of volume-outco...
SCOPUS_ID:85016065574,1,policymakers?\s+should,Policymakers should,... reducing inequalities between European patients. Policymakers should also consider this investment aspect of generic m...
SCOPUS_ID:84971612125,1,policymakers?\s+should,policymakers should,"...centration in the capital area. Therefore, health policymakers should consider effective alternatives including efficie..."
SCOPUS_ID:84964618114,2,government\s+(must|should),government should,...and utilization of CHC based on income level. The government should use a management strategy to reduce unmet healthc...
SCOPUS_ID:84948808292,1,policymakers?\s+should,policymakers should,...of a concentrated market structure. We argue that policymakers should consider new mechanisms for increasing competitio...
SCOPUS_ID:84940614556,1,policymakers?\s+should,Policymakers should,...this approach fuelled hostility to the proposals. Policymakers should not assume communities can be persuaded to accomm...
SCOPUS_ID:84923522754,0,policies?\s+should,policies should,... quality in the public sector. This suggests that policies should avoid to simplistically link private spending wit...
SCOPUS_ID:84933675464,0,policies?\s+should,policies should,...mmunity pharmacists has been more limited. Future policies should focus on effectively integrating community pharma...
SCOPUS_ID:84933672408,1,policymakers?\s+should,policymakers should,"... invest in high-quality care for them. Therefore, policymakers should develop strategies to increase consumer choice...."
SCOPUS_ID:84920696586,1,policymakers?\s+should,policymakers should,... influence (local) policy. It is recommended that policymakers should not determine the nature of professional cooperat...
SCOPUS_ID:84905011699,4,we\s+(call\s+for|recommend|urge)\s+policy,We recommend policy,...affect intention to stay and should be addressed. We recommend policy-makers consider appropriate compensation to assis...
