abstract_id,pattern_index,pattern,matched_text,context
SCOPUS_ID:79951605742,1,policymakers?\s+should,policymakers should,"...d their correlated social determinants of health, policymakers should consider incorporating this tool to advise future..."
SCOPUS_ID:78751527664,1,policymakers?\s+should,policymakers should,"...hat remediation of high-radon houses, a fact that policymakers should consider as they contemplate the future of cancer..."
SCOPUS_ID:77953549181,1,policymakers?\s+should,Policymakers should,... regulation and the enforcement of existing laws. Policymakers should be cautious about accepting industry selfregulati...
SCOPUS_ID:74049146377,12,policy .* should (be reversed|be changed|be improved|be reconsidered|be strengthened),"policy debate for and against DTCA. This advertising has some benefits, but significant risks are evident as well, magnified by the prominence of DTCA in populationlevel health communications. To minimize potential harm and maximize the benefits of DTCA for population health, the quality and quantity of information should be improved","...irical evidence addressing the claims made in the policy debate for and against DTCA. This advertising has some benefits, but significant risks are evident as well, magnified by the prominence of DTCA in populationlevel health communications. To minimize potential harm and maximize the benefits of DTCA for population health, the quality and quantity of information should be improved to enable consumers to better self-identify wheth..."
SCOPUS_ID:38449087772,1,policymakers?\s+should,Policymakers should,"...re medical schools (r=0.53, P<.001). Conclusions. Policymakers should realize that physician migration is positively re..."
SCOPUS_ID:35748939753,1,policymakers?\s+should,Policymakers should,...tween working for pay and adolescent tobacco use. Policymakers should monitor the conditions under which young people w...
SCOPUS_ID:34948871493,1,policymakers?\s+should,policymakers should,...tended to reflect pre-HAART levels. Public health policymakers should consider the hypothesis of unequal diffusion of t...
SCOPUS_ID:33744755741,4,it\s+is\s+(critical|essential|imperative|necessary)\s+that,it is essential that,"...nder-based violence, HIV risk, and HIV infection, it is essential that HIV interventions involving young women address p..."
SCOPUS_ID:85203275937,0,policies\s+should,policies should,"...ion policies and care management. Gender-specific policies should be highlighted, as we observed a higher impact of..."
SCOPUS_ID:85195621428,0,policies\s+should,policies should,...rammes targeting men and more gender-equal salary policies should be implemented....
SCOPUS_ID:85151575251,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...shifting blame of harms to other industry actors. Policy makers should be aware of these strategies to avoid undue indus...
SCOPUS_ID:85151575193,0,policies\s+should,policies should,...more domestic ETR. Coronavirus disease preventive policies should aim at occupational safety for essential industry...
SCOPUS_ID:85151574693,28,action is needed,action is needed,"...ication control in Lithuania, and that additional action is needed to increase compliance...."
SCOPUS_ID:85136908302,28,action is needed,action is needed,"...tions to reduce its climate impact, intersectoral action is needed to improve infrastructure for active transport an..."
SCOPUS_ID:85131268905,0,policies\s+should,policies should,"... withdrawal. Wherever not available, new national policies should enable coverage of travel and medical fees for li..."
SCOPUS_ID:85105764780,1,policymakers?\s+should,policymakers should,"...nd decreased serum cholesterol levels. Therefore, policymakers should strengthen the quality of healthcare at primary c..."
SCOPUS_ID:85102212863,0,policies\s+should,policies should,...Background: Evidence-based policies should underpin successful implementation of innovations...
SCOPUS_ID:85076325137,1,policymakers?\s+should,Policymakers should,... weekend delivery was related to the risk of SMM. Policymakers should provide financial support and systematically allo...
SCOPUS_ID:85060567377,0,policies\s+should,policies should,...sive symptoms with public health and occupational policies should be considered to reduce the burden of mental dise...
SCOPUS_ID:85056743681,15,policy .* (is failing|is inadequate|requires revision|needs immediate reform),"policy actions that address childhood overweight and obesity at European level and as a contribution to the EU Action Plan on Childhood Obesity 2014–20, a Joint Action on Nutrition and Physical Activity (JANPA) was established. As part of JANPA work package 6, an evaluation framework to identify good practices, targeting childhood obesity prevention in kindergartens and schools, was developed. This article describes the WP 6 JANPA framework of good practice criteria and its development, compares it to other frameworks and discusses its potential for future use. Methods: Based on the analysis of scientific literature, a set of 47 potential good practice criteria was drafted, that was then revised and complemented through a series of online Delphi consultations. Results: A final list of 48 good practice criteria (9 of which were rated as core criteria) was developed and grouped into three categories: intervention characteristics (n = 17), implementation (n = 17) and monitoring and evaluation (n = 14). Conclusion: The identified JANPA framework of good practice criteria complements the existing frameworks by focussing on kindergarten- and school-based initiatives and provides guidance for evaluators, programme planners and decision makers bearing in mind that a one-size-fits-all approach is inadequate","...Background: In accordance with the policy actions that address childhood overweight and obesity at European level and as a contribution to the EU Action Plan on Childhood Obesity 2014–20, a Joint Action on Nutrition and Physical Activity (JANPA) was established. As part of JANPA work package 6, an evaluation framework to identify good practices, targeting childhood obesity prevention in kindergartens and schools, was developed. This article describes the WP 6 JANPA framework of good practice criteria and its development, compares it to other frameworks and discusses its potential for future use. Methods: Based on the analysis of scientific literature, a set of 47 potential good practice criteria was drafted, that was then revised and complemented through a series of online Delphi consultations. Results: A final list of 48 good practice criteria (9 of which were rated as core criteria) was developed and grouped into three categories: intervention characteristics (n = 17), implementation (n = 17) and monitoring and evaluation (n = 14). Conclusion: The identified JANPA framework of good practice criteria complements the existing frameworks by focussing on kindergarten- and school-based initiatives and provides guidance for evaluators, programme planners and decision makers bearing in mind that a one-size-fits-all approach is inadequate. To ensure the effectiveness of future practices,..."
SCOPUS_ID:85017278894,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,"...effects on the family, but not with social class. Policy makers should be aware that in times of economic downturn, publ..."
SCOPUS_ID:85017257177,0,policies\s+should,policies should,...rganizationsâ€™ policies. In order to decide what policies should be pursued in order to improve SWB there is a nee...
SCOPUS_ID:85017212651,1,policymakers?\s+should,policymakers should,"...ioural factors. In addition to health behaviours, policymakers should consider upstream determinants of health inequali..."
SCOPUS_ID:84984697550,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...ess and appropriately use media and technologies. Policy makers should also increase their attention on introducing regu...
SCOPUS_ID:84943537310,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,...e spent on exercising. Public health policies and policy makers should therefore support such time-efficient programmes....
SCOPUS_ID:84922468106,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...key behavioural messages were found. Conclusions: Policy makers should prioritize investment in the skills and expertise...
SCOPUS_ID:84922468106,20,policy .* (should prioritize|must focus on|must address),"policy and communication officials involved in the planning and delivery of communications programmes in England, Italy and Hungary. Results: The study found a lack of planning and a low value attached to the skills required to produce effective communications. In all case study countries there was a dearth of good quality audience research to inform the development of communications. Little thought had been given to the tone, targeting or channelling of messages. Instead, communications were characterized by a 'one size fits all' and a 'top down', expert-led response. There was also little effort to evaluate the impact of communications, but where this was done, very low levels of public compliance and engagement with key behavioural messages were found. Conclusions: Policy makers should prioritize","...s: In-depth interviews were conducted with senior policy and communication officials involved in the planning and delivery of communications programmes in England, Italy and Hungary. Results: The study found a lack of planning and a low value attached to the skills required to produce effective communications. In all case study countries there was a dearth of good quality audience research to inform the development of communications. Little thought had been given to the tone, targeting or channelling of messages. Instead, communications were characterized by a 'one size fits all' and a 'top down', expert-led response. There was also little effort to evaluate the impact of communications, but where this was done, very low levels of public compliance and engagement with key behavioural messages were found. Conclusions: Policy makers should prioritize investment in the skills and expertise required t..."
SCOPUS_ID:84890503878,0,policies\s+should,policies should,...-risk approach to prevention. National prevention policies should make judicious use of these complementary approac...
SCOPUS_ID:84928474766,0,policies\s+should,policies should,"...ough the problem has been recognized in Bulgaria, policies should aim to eliminate the underlying structural reason..."
SCOPUS_ID:84880801138,0,policies\s+should,policies should,...s towards anti-smoking campaigns. Tobacco control policies should include messages targeting present time-oriented ...
SCOPUS_ID:84876569462,0,policies\s+should,Policies should,...mortality trends compared to the 1980s and 1990s. Policies should target them as a high-risk group. © The Author 20...
SCOPUS_ID:84870548330,0,policies\s+should,policies should,...encing children's CVD risk factors. Public health policies should target families with unhealthy lifestyles. © 2011...
SCOPUS_ID:76249090324,28,action is needed,Action is needed,...nitude of environmental inequalities. Conclusion: Action is needed along the whole causal pathway of the social divi...
SCOPUS_ID:59449104350,2,government\s+must,government must,"...ase smuggled cigarettes. To alter such behaviour, government must understand the motivations and opinions of this p..."
SCOPUS_ID:48149099760,0,policies\s+should,policies should,... more integrated approach to education and health policies should be taken. © The Author 2008. Published by Oxford ...
SCOPUS_ID:25144512409,0,policies\s+should,policies should,"...ur findings suggest that youth smoking prevention policies should address personal, familial and educational enviro..."
SCOPUS_ID:16844363724,0,policies\s+should,policies should,...dult health as latent effects. • Health promotion policies should consider that childhood psychosocial difficulties...
SCOPUS_ID:1542772787,0,policies\s+should,policies should,...ms of health improvement. iv) Target-based health policies should avoid: perverse incentives; distortion of data; t...
SCOPUS_ID:85092680536,4,it\s+is\s+(critical|essential|imperative|necessary)\s+that,It is essential that,... directing future analyses of inclusion measures. It is essential that SER move beyond efforts around diversity to focus...
SCOPUS_ID:13444283527,0,policies\s+should,policies should,...n than in the abstinence situation. Public health policies should not concentrate on the promotion of abstinence....
SCOPUS_ID:0035758949,4,it\s+is\s+(critical|essential|imperative|necessary)\s+that,It is essential that,... of differing categories of health care provider. It is essential that numerator and denominator information are made av...
SCOPUS_ID:85211409727,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...further drops in concentration, on average. Thus, policy makers should be aware that MA program reforms that assume MA m..."
SCOPUS_ID:85211397137,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...ross all neighborhood and market characteristics. Policy makers should consider strategies to increase the participation...
SCOPUS_ID:85205805723,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...d with unmet needs or disparities in those needs. Policy makers should consider monitoring supplemental benefits for equ...
SCOPUS_ID:85205218087,0,policies\s+should,policies should,"...ng male nurses. During public health emergencies, policies should consider how disruptions to schooling may affect ..."
SCOPUS_ID:85200042486,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...h health care consolidation and leaving practice, policy makers should closely monitor revenue trends among physicians i..."
SCOPUS_ID:85195015029,0,policies\s+should,policies should,... of the communities they serve. Community benefit policies should consider how to promote collaboration between hos...
SCOPUS_ID:85192600046,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...ned. First, to improve oversight of acquisitions, policy makers should lower reporting thresholds, review sequential acq..."
SCOPUS_ID:85192600046,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...veto, and increase funding for this work. Second, policy makers should increase the longer-run transparency of PE owners..."
SCOPUS_ID:85192600046,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...care prices garnered by acquired entities. Third, policy makers should protect patients and providers by establishing mi..."
SCOPUS_ID:85192600046,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...cquisition (forms of “asset stripping”). Finally, policy makers should mitigate risky financial behavior by limiting the..."
SCOPUS_ID:85184294493,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...sidering pathways to scale up supportive housing, policy makers should recognize the potential of Housing First to facil..."
SCOPUS_ID:85178593068,0,policies\s+should,Policies should,"...ndemic could have avoided at least 96,000 deaths. Policies should focus on maintaining essential health care servic..."
SCOPUS_ID:85169761549,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...althy dyad. Thus, clinicians, administrators, and policy makers should evaluate dyadic measures, incentivize positive ou..."
SCOPUS_ID:85158045597,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,"...re less likely to be rural, younger, or disabled. Policy makers should diligently monitor growth in ICPs and less integr..."
SCOPUS_ID:85151740201,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...o accountable care organizations, suggesting that policy makers should account for MA penetration when evaluating potent..."
SCOPUS_ID:85141402932,0,policies\s+should,Policies should,...ential to reduce material and health disparities. Policies should be implemented to make this coverage more effecti...
SCOPUS_ID:85137313407,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...imit wasteful spending and increase transparency. Policy makers should understand that factors external to health system...
SCOPUS_ID:85137312840,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...d coverage decisions. In the meantime, payers and policy makers should closely monitor remote patient monitoring use and..."
SCOPUS_ID:85135343852,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...ower into all-or-nothing negotiations with plans. Policy makers should consider regulations that limit market consolidat...
SCOPUS_ID:85133303898,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...roposed interventions to address food insecurity, policy makers should consider potential benefits related to productivi..."
SCOPUS_ID:85131342250,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...ngs of care for people with and without dementia. Policy makers should consider these benefits when weighing changes to ...
SCOPUS_ID:85131338908,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,...t asthma. These exploratory findings suggest that policy makers should consider features of LIHTC policy as possible mec...
SCOPUS_ID:85129781424,20,policy .* (should prioritize|must focus on|must address),"policy for four categories of major disease (cancer, cardiac disease, cerebrovascular disease, and rare diseases) on catastrophic health expenditures, impoverishment, and unmet need. Using 2012–17 Korean Health Panel Survey data, we performed difference-in-differences analyses and triple-difference analyses to examine the differential impact of policy across income groups. The policy reduced catastrophic health expenditures among beneficiary households across almost all postpolicy years. However, there was no average effect on reducing household impoverishment or unmet need. The policy had mixed effects by income but did not generally favor low-income households. To provide stronger financial protection, the policy must address","...We evaluated the impact of this benefit expansion policy for four categories of major disease (cancer, cardiac disease, cerebrovascular disease, and rare diseases) on catastrophic health expenditures, impoverishment, and unmet need. Using 2012–17 Korean Health Panel Survey data, we performed difference-in-differences analyses and triple-difference analyses to examine the differential impact of policy across income groups. The policy reduced catastrophic health expenditures among beneficiary households across almost all postpolicy years. However, there was no average effect on reducing household impoverishment or unmet need. The policy had mixed effects by income but did not generally favor low-income households. To provide stronger financial protection, the policy must address issues beyond expanding coverage, such as provide..."
SCOPUS_ID:85129456872,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...n after childbirth in states with these policies. Policy makers should design interventions that emphasize support servi...
SCOPUS_ID:85125967658,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...ties in access to plans from high-rated insurers. Policy makers should continue to monitor the quality of available heal...
SCOPUS_ID:85118096962,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,... homicide of pregnant and postpartum women. State policy makers should consider further strengthening domestic violence–...
SCOPUS_ID:85113665592,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...lars. To facilitate more timely biosimilar entry, policy makers should consider limits on patent prosecution, compulsory..."
SCOPUS_ID:85113646810,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,"...gions, with safety being the most common concern. Policy makers should understand that the public may have varying level..."
SCOPUS_ID:85110960176,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...ted by US federal statute, both federal and local policy makers should acknowledge and focus on reducing these immigrant..."
SCOPUS_ID:85107834885,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"... retention of treatment using medication for OUD, policy makers should consider strategies such as Medicaid expansion, i..."
SCOPUS_ID:85107832372,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...e Advantage plans expected to grow in popularity, policy makers should support policies to improve data completeness and..."
SCOPUS_ID:85102536883,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...further unemployment insurance reform is debated, policy makers should recognize the potential health impact of unemploy..."
SCOPUS_ID:85102328071,20,policy .* (should prioritize|must focus on|must address),policy makers and clinicians must focus on,...nt use for all patients. This study suggests that policy makers and clinicians must focus on limited English proficiency as an important dimen...
SCOPUS_ID:85097481995,0,policies\s+should,policies should,"...liminating impediments to evacuation, health care policies should promote uninterrupted and expanded access to care..."
SCOPUS_ID:85097481995,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...rengthening connections to their communities, and policy makers should fund targeted long-term services for highly affec..."
SCOPUS_ID:85092625604,0,policies\s+should,policies should,...FDA approval. Enforcement of pediatric drug study policies should be strengthened to reduce non-evidence-based medi...
SCOPUS_ID:85089057639,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...nerics rather than their brand-name counterparts. Policy makers should continue to monitor Part D formulary coverage pat...
SCOPUS_ID:85085855094,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...rices were higher out of network than in network. Policy makers should focus their efforts on protecting consumers from ...
SCOPUS_ID:85085853813,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,... −3.2 percent in their final year before closure. Policy makers should compare the incremental cost of providing essenti...
SCOPUS_ID:85085678029,12,policy .* should (be reversed|be changed|be improved|be reconsidered|be strengthened),policy efforts to incentivize the use of electronic HIE in psychiatric settings should be strengthened,"... Accountability Act did not. Given these results, policy efforts to incentivize the use of electronic HIE in psychiatric settings should be strengthened...."
SCOPUS_ID:85084276744,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...s. When designing and implementing such programs, policy makers should note that they are unlikely to succeed without co..."
SCOPUS_ID:85078931748,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,... for APMs to achieve the goal of improving value. Policy makers should match the mode of participation and related finan...
SCOPUS_ID:85076082574,20,policy .* (should prioritize|must focus on|must address),policy efforts must focus on,...educed access to care for rural residents. Future policy efforts must focus on supporting and maintaining health care delivery m...
SCOPUS_ID:85074623893,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...ed care management. To deliver whole-person care, policy makers should prioritize improvements in data sharing and the d..."
SCOPUS_ID:85074623893,20,policy .* (should prioritize|must focus on|must address),"policy makers often focus on this population’s medical system use without examining its use of behavioral health and social services systems. To illuminate the wide-ranging needs of frequent ED users, we compared medical, mental health, substance use, and social services use among nonelderly nonfrequent, frequent, and superfrequent ED users in San Francisco County, California. We linked administrative data for fiscal years 2013–15 for beneficiaries of the county’s Medicaid managed care plan to a county-level integrated data system. Compared to nonfrequent users, frequent users were disproportionately female, white or African American/black, and homeless. They had more comorbidities and annual outpatient mental health visits (11.93 versus 4.16), psychiatric admissions (0.73 versus 0.07), and sobering center visits (0.17 versus <0.01), as well as disproportionate use of housing and jail health services. Our findings point to the need for shared knowledge across domains, at the patient and population levels. Integrated data can serve as a systems improvement tool and help identify patients who might benefit from coordinated care management. To deliver whole-person care, policy makers should prioritize","...plex behavioral health and social needs. However, policy makers often focus on this population’s medical system use without examining its use of behavioral health and social services systems. To illuminate the wide-ranging needs of frequent ED users, we compared medical, mental health, substance use, and social services use among nonelderly nonfrequent, frequent, and superfrequent ED users in San Francisco County, California. We linked administrative data for fiscal years 2013–15 for beneficiaries of the county’s Medicaid managed care plan to a county-level integrated data system. Compared to nonfrequent users, frequent users were disproportionately female, white or African American/black, and homeless. They had more comorbidities and annual outpatient mental health visits (11.93 versus 4.16), psychiatric admissions (0.73 versus 0.07), and sobering center visits (0.17 versus <0.01), as well as disproportionate use of housing and jail health services. Our findings point to the need for shared knowledge across domains, at the patient and population levels. Integrated data can serve as a systems improvement tool and help identify patients who might benefit from coordinated care management. To deliver whole-person care, policy makers should prioritize improvements in data sharing and the development ..."
SCOPUS_ID:85069269908,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...tutional long-term care are also present in HCBS. Policy makers should consider the full costs and benefits of shifting ...
SCOPUS_ID:85069267261,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,... original and revision hip and knee replacements. Policy makers should use empirical time-stamp data instead of self-rep...
SCOPUS_ID:85069266702,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...spite lower point-of-sale prices for these drugs. Policy makers should consider modifying the Part D benefit to increase...
SCOPUS_ID:85069260472,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...care for higher proportions of minority patients. Policy makers should anticipate and monitor the effects of quality imp...
SCOPUS_ID:85065669575,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...ve to people with the other two coverage sources. Policy makers should be cognizant of the participation of providers wi...
SCOPUS_ID:85065666860,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,... one to three years to prepare for downside risk. Policy makers should offer more support to ACOs (especially those with...
SCOPUS_ID:85064220451,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...he further development of bundled payment models, policy makers should support ongoing research to ensure that vulnerabl..."
SCOPUS_ID:85061141749,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,... growth in hospital rather than physician prices. Policy makers should consider a range of options to address hospital p...
SCOPUS_ID:85051385266,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,"...and readiness, which may present access barriers. Policy makers should draw on decades of experience with global health ..."
SCOPUS_ID:85049983349,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"... potentially fruitful approaches. Moving forward, policy makers should monitor for unintended consequences and explore w..."
SCOPUS_ID:85046730624,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...rue predominantly in the lowest income quintiles. Policy makers should be informed about the large health and economic d...
SCOPUS_ID:85046722632,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,"... in Medicaid), potentially worsening disparities. Policy makers should consider ways to encourage uptake of the visit or..."
SCOPUS_ID:85046714615,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,...e effects are small in magnitude. Researchers and policy makers should assess ways to maximize the health benefits of ca...
SCOPUS_ID:85046797488,28,action is needed,action is needed,"..., the overall numbers are still low, and decisive action is needed now to implement the changes necessary for realiz..."
SCOPUS_ID:85046742958,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...nt data-sharing ecosystem for precision medicine, policy makers should explore innovative ways to cope with central poli..."
SCOPUS_ID:85046734707,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy interventions should,"...rformance amounted to over 600,000 excess deaths. Policy interventions should focus on infants and on children ages 15-19, the ..."
SCOPUS_ID:85043314787,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...n of whites than in the counties with the lowest. Policy makers should consider the opioid epidemic's effects on child w...
SCOPUS_ID:85046724165,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,".... As observation care attracts greater attention, policy makers should be aware that Medicare policies that disincentivi..."
SCOPUS_ID:85011903649,0,policies\s+should,Policies should,... applying collaborative care models more broadly. Policies should promote payment and delivery reforms that advance...
SCOPUS_ID:84995970127,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...were also seen for large and specialty retailers. Policy makers should consider how retailers' sensitivity to and relian...
SCOPUS_ID:84995921661,0,policies\s+should,Policies should,... uptake but also highlight the value of vaccines. Policies should focus on minimizing the negative externalities or...
SCOPUS_ID:84988421831,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...ge phase offset these reductions almost entirely. Policy makers should consider implementing limits on patients' out-of-...
SCOPUS_ID:84980351629,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,... skyrockets at the end of life might suggest that policy makers should target the last few months of life to control cos...
SCOPUS_ID:84960343677,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...cal care for themselves and their family members. Policy makers should consider the potential public health implications...
SCOPUS_ID:84958675639,4,it\s+is\s+(critical|essential|imperative|necessary)\s+that,it is essential that,"... return on investment from immunization programs, it is essential that governments and donors provide the requisite inve..."
SCOPUS_ID:84942314458,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...olicies in many countries are inadequate to meet. Policy makers should respond with a new approach. We explore questions...
SCOPUS_ID:84942309984,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,"...rom 15,000 to 110,000, compared to standard care. Policy makers should promote greater acceptance of community health wo..."
SCOPUS_ID:84938677603,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...types of spending varied widely across hospitals. Policy makers should consider measures that remove disincentives to me...
SCOPUS_ID:84930916012,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...sed potential access to opioid agonist treatment. Policy makers should focus their efforts on further increasing the num...
SCOPUS_ID:84929624887,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...f nurses and enhancing team work in primary care. Policy makers should consider measuring potentially avoidable hospital...
SCOPUS_ID:84896847850,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...ent larger if all fifty states expanded Medicaid. Policy makers should consider such epidemiological benefits when analy...
SCOPUS_ID:84909594989,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...5 (42.5 percent) are in weak financial condition. Policy makers should recognize that decreases in revenue may affect th...
SCOPUS_ID:84907816975,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,...ng in magnitude in recent years. Stakeholders and policy makers should implement both recommended screenings for people ...
SCOPUS_ID:84907060454,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,...This article explores four central questions that policy makers should consider when developing public policy for the us...
SCOPUS_ID:84907060454,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...nt in the United Kingdom, and propose levers that policy makers should consider using to advance data sharing. We argue ..."
SCOPUS_ID:84902011382,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...nts' access to care as Medicare payments decline. Policy makers should consider the unique characteristics of these pati...
SCOPUS_ID:84901989847,4,it\s+is\s+(critical|essential|imperative|necessary)\s+that,it is critical that,"...goods and services are delivered to consumers, so it is critical that these markets work as well as possible. As the pr..."
SCOPUS_ID:84891797038,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,... with manifest chronic disease. But employers and policy makers should not take for granted that the lifestyle managemen...
SCOPUS_ID:84891757923,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,...gal environment supported them. State and federal policy makers should try to allay potential defendants' fears of litig...
SCOPUS_ID:84890164004,0,policies\s+should,policies should,"...of chronically ill and vulnerable people. Second, policies should ensure that shelters meet or exceed international..."
SCOPUS_ID:84880596881,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...lth and reduce long-standing health inequalities. Policy makers should review the adequacy of basic health services to e...
SCOPUS_ID:84879270194,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,"...pread use, such as scope-of-practice regulations. Policy makers should incorporate such evidence into solutions for the ..."
SCOPUS_ID:84879266656,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...ed with the other indicators of hospital quality. Policy makers should consider augmenting the use of readmission rates ...
SCOPUS_ID:84877955833,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...r they obtain coverage through exchanges in 2014. Policy makers should develop strategies to further mitigate the financ...
SCOPUS_ID:84877938509,1,policymakers?\s+should,policymakers should,"...s than for others, a situation known as skewness, policymakers should not update episode payments using uniform update ..."
SCOPUS_ID:84877934961,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,policy makers should,"...using substantial lack of coverage among seniors, policy makers should consider benefit changes in combination with othe..."
SCOPUS_ID:84877989178,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...tically reduced cost without sacrificing quality. Policy makers should focus on such labor-saving innovations; reform re...
SCOPUS_ID:84877974054,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...an approach could be planned and operationalized. Policy makers should consider using this stratified approach to reduce...
SCOPUS_ID:84877948672,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,"...se, and type of reimbursement contracts in place. Policy makers should also work to address undesirable price disparitie..."
SCOPUS_ID:84872056564,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...ple-were excluded from this lower-bound estimate. Policy makers should consider mobile clinics as a delivery model for u...
SCOPUS_ID:84890185199,3,policy\s+(makers|decisions|interventions|recommendations)\s+should,Policy makers should,...h possible savings of $5.5-$8.5 billion annually. Policy makers should have hospitals report the setting in which observ...
